subscribers,SUBSCRIPTION_DATE,NB_SUBSCRIPTION,USAGE_DATE,usage_Type,Destination,Amount_DZD,Amount_data_DZD,Volume_Data_KB,Volume_KB_SC_Nbr,Nb_USAGE
7789,2023-01-15,1,2023-01-31,DATA,DATA,0.0,0.0,8906504.53,8906504.53,122
7790,2023-01-28,1,2023-01-31,DATA,DATA,0.0,0.0,67393172.85,67393172.85,680
7792,2023-01-10,1,2023-01-31,VOICE,ON-NET,0.0,0.0,0.0,30.0,1
7792,2023-01-10,1,2023-01-31,DATA,DATA,0.0,0.0,5605695.28,5605695.28,234
7792,2023-01-10,1,2023-01-31,SMS,Others,280.0,0.0,0.0,4.0,4
7792,2023-01-10,1,2023-01-31,VOICE,OFF-NET,0.0,0.0,0.0,120.0,4
7793,2023-01-26,1,2023-01-31,DATA,DATA,0.0,0.0,1889475.67,1889475.67,24
7793,2023-01-26,1,2023-01-31,VOICE,OFF-NET,194.61,0.0,0.0,1890.0,31
7793,2023-01-26,1,2023-01-31,VOICE,ON-NET,129.74,0.0,0.0,2550.0,24
7796,2022-12-25,1,2022-12-31,VOICE,OFF-NET,0.0,0.0,0.0,900.0,12
7796,2022-12-25,1,2022-12-31,SMS,OFF-NET,0.0,0.0,0.0,2.0,2
7796,2022-12-25,1,2022-12-31,DATA,DATA,0.0,0.0,604599.18,604599.18,134
7796,2022-12-25,1,2022-12-31,VOICE,ON-NET,0.0,0.0,0.0,930.0,33
7796,2022-12-25,1,2022-12-31,SMS,ON-NET,0.0,0.0,0.0,1.0,1
7796,2022-12-25,1,2023-01-31,DATA,DATA,0.0,0.0,15637269.22,15637269.22,576
7796,2022-12-25,1,2023-01-31,VOICE,OFF-NET,0.0,0.0,0.0,420.0,5
7796,2022-12-25,1,2023-01-31,VOICE,ON-NET,0.0,0.0,0.0,600.0,15
7797,2023-01-23,1,2023-01-31,VOICE,OFF-NET,0.0,0.0,0.0,3090.0,7
7797,2023-01-23,1,2023-01-31,DATA,DATA,0.0,0.0,7515445.68,7515445.68,2264
7797,2023-01-23,1,2023-01-31,VOICE,ON-NET,0.0,0.0,0.0,1320.0,9
7799,2023-01-05,1,2023-01-31,DATA,DATA,0.0,0.0,21996618.37,21996618.37,196
7799,2023-01-05,1,2023-01-31,SMS,Others,60.0,0.0,0.0,12.0,12
7799,2023-01-05,1,2023-01-31,VOICE,OFF-NET,4.99,0.0,0.0,5820.0,38
7799,2023-01-05,1,2023-01-31,VAS,Others,22.0,0.0,0.0,1.0,1
7799,2023-01-05,1,2023-01-31,VOICE,Internationnal,0.0,0.0,0.0,60.0,1
7799,2023-01-05,1,2023-01-31,SMS,OFF-NET,0.0,0.0,0.0,2.0,2
7799,2023-01-05,1,2023-01-31,SMS,ON-NET,10.0,0.0,0.0,2.0,2
7799,2023-01-05,1,2023-01-31,VOICE,ON-NET,104.79,0.0,0.0,20880.0,54
7800,2022-09-29,1,2022-09-30,DATA,DATA,0.0,0.0,718840.24,718840.24,526
7800,2022-09-29,1,2022-10-31,DATA,DATA,0.0,0.0,1690241.57,1690241.57,219
7800,2022-09-29,1,2023-01-31,SMS,OFF-NET,4.99,0.0,0.0,1.0,1
7800,2022-09-29,1,2023-01-31,SMS,ON-NET,4.99,0.0,0.0,1.0,1
7802,2022-12-24,1,2022-12-31,DATA,DATA,0.0,0.0,12176841.74,12176841.74,459
7802,2022-12-24,1,2022-12-31,VAS,Others,22.0,0.0,0.0,1.0,1
7802,2022-12-24,1,2022-12-31,VOICE,OFF-NET,0.0,0.0,0.0,300.0,4
7802,2022-12-24,1,2022-12-31,VOICE,ON-NET,29.94,0.0,0.0,660.0,8
7802,2022-12-24,1,2023-01-31,VOICE,OFF-NET,24.95,0.0,0.0,180.0,5
7802,2022-12-24,1,2023-01-31,VAS,Others,22.0,0.0,0.0,1.0,1
7802,2022-12-24,1,2023-01-31,VOICE,ON-NET,34.93,0.0,0.0,240.0,7
7802,2022-12-24,1,2023-01-31,SMS,ON-NET,14.97,0.0,0.0,3.0,3
7802,2022-12-24,1,2023-01-31,DATA,DATA,0.0,0.0,6674.76,6674.76,148
7806,2023-01-21,1,2023-01-31,VOICE,OFF-NET,961.04,0.0,0.0,12300.0,35
7806,2023-01-21,1,2023-01-31,SMS,OFF-NET,44.91,0.0,0.0,9.0,9
7806,2023-01-21,1,2023-01-31,DATA,DATA,0.0,0.0,30.41,30.41,2
7806,2023-01-21,1,2023-01-31,VOICE,ON-NET,114.77,0.0,0.0,720.0,17
7810,2022-09-13,1,2022-09-30,DATA,DATA,0.0,0.0,12486510.82,12486510.82,834
7810,2022-09-13,1,2022-09-30,VOICE,OFF-NET,4.99,0.0,0.0,12030.0,126
7810,2022-09-13,1,2022-09-30,VOICE,ON-NET,0.0,0.0,0.0,9990.0,27
7810,2022-09-13,1,2022-10-31,VOICE,ON-NET,0.0,0.0,0.0,7950.0,25
7810,2022-09-13,1,2022-10-31,DATA,DATA,0.0,0.0,4459870.42,4459870.42,158
7810,2022-09-13,1,2022-11-30,SMS,OFF-NET,4.99,0.0,0.0,1.0,1
7810,2022-09-13,1,2022-11-30,DATA,DATA,0.0,0.0,27.04,27.04,11
7810,2022-09-13,1,2022-12-31,DATA,DATA,0.0,0.0,32.27,32.27,15
7810,2022-09-13,1,2023-01-31,VOICE,OFF-NET,4.99,0.0,0.0,30.0,1
7810,2022-09-13,1,2023-01-31,SMS,ON-NET,9.98,0.0,0.0,2.0,2
7810,2022-09-13,1,2023-01-31,DATA,DATA,0.0,0.0,15.4,15.4,6
7811,2023-01-28,1,2023-01-31,VOICE,OFF-NET,0.0,0.0,0.0,2280.0,10
7811,2023-01-28,1,2023-01-31,VOICE,ON-NET,0.0,0.0,0.0,62250.0,278
7811,2023-01-28,1,2023-01-31,VOICE,FIX,0.0,0.0,0.0,7710.0,23
7811,2023-01-28,1,2023-01-31,SMS,ON-NET,0.0,0.0,0.0,2.0,2
7811,2023-01-28,1,2023-01-31,SMS,Others,0.0,0.0,0.0,3.0,3
7811,2023-01-28,1,2023-01-31,DATA,DATA,0.0,0.0,1275347.87,1275347.87,92
7812,2022-11-14,1,2022-11-30,DATA,DATA,894.93,894.93,190244.2,190244.2,455
7812,2022-11-14,1,2022-11-30,VOICE,ON-NET,39.92,0.0,0.0,600.0,8
7812,2022-11-14,1,2022-11-30,VOICE,OFF-NET,89.82,0.0,0.0,1200.0,18
7812,2022-11-14,1,2022-11-30,SMS,OFF-NET,4.99,0.0,0.0,1.0,1
7812,2022-11-14,1,2022-12-31,VOICE,OFF-NET,149.7,0.0,0.0,1920.0,21
7812,2022-11-14,1,2022-12-31,VOICE,ON-NET,34.93,0.0,0.0,210.0,4
7812,2022-11-14,1,2022-12-31,DATA,DATA,26.73,26.73,7874.51,7874.51,43
7812,2022-11-14,1,2023-01-31,VOICE,ON-NET,149.7,0.0,0.0,900.0,13
7812,2022-11-14,1,2023-01-31,DATA,DATA,82.81,82.81,16841.98,16841.98,57
7812,2022-11-14,1,2023-01-31,VOICE,OFF-NET,104.79,0.0,0.0,630.0,11
7813,2023-01-08,1,2023-01-31,VOICE,ON-NET,0.0,0.0,0.0,3870.0,54
7813,2023-01-08,1,2023-01-31,DATA,DATA,0.0,0.0,65736197.78,65736197.78,1624
7813,2023-01-08,1,2023-01-31,SMS,ON-NET,0.0,0.0,0.0,1.0,1
7814,2023-01-22,1,2023-01-31,DATA,DATA,0.0,0.0,2521396.52,2521396.52,234
7814,2023-01-22,1,2023-01-31,SMS,Others,80.0,0.0,0.0,355.0,355
7814,2023-01-22,1,2023-01-31,VOICE,ON-NET,0.0,0.0,0.0,68940.0,221
7814,2023-01-22,1,2023-01-31,VOICE,FIX,0.0,0.0,0.0,4200.0,43
7814,2023-01-22,1,2023-01-31,VAS,Others,44.0,0.0,0.0,2.0,2
7814,2023-01-22,1,2023-01-31,VOICE,OFF-NET,0.0,0.0,0.0,7710.0,75
7815,2023-01-09,1,2023-01-31,VOICE,OFF-NET,4.99,0.0,0.0,10830.0,165
7815,2023-01-09,1,2023-01-31,VOICE,ON-NET,0.0,0.0,0.0,94650.0,604
7815,2023-01-09,1,2023-01-31,SMS,ON-NET,0.0,0.0,0.0,1.0,1
7815,2023-01-09,1,2023-01-31,DATA,DATA,0.0,0.0,32459261.12,32459261.12,924
7819,2023-01-02,1,2023-01-31,SMS,ON-NET,0.0,0.0,0.0,3.0,3
7819,2023-01-02,1,2023-01-31,DATA,DATA,0.0,0.0,12340616.63,12340616.63,687
7819,2023-01-02,1,2023-01-31,SMS,OFF-NET,0.0,0.0,0.0,12.0,12
7819,2023-01-02,1,2023-01-31,VAS,Others,22.0,0.0,0.0,1.0,1
7819,2023-01-02,1,2023-01-31,VOICE,OFF-NET,24.95,0.0,0.0,17910.0,243
7819,2023-01-02,1,2023-01-31,VOICE,ON-NET,0.0,0.0,0.0,9390.0,64
7824,2023-01-17,1,2023-01-31,VOICE,OFF-NET,0.0,0.0,0.0,2820.0,49
7824,2023-01-17,1,2023-01-31,VOICE,ON-NET,0.0,0.0,0.0,5130.0,46
7824,2023-01-17,1,2023-01-31,SMS,ON-NET,0.0,0.0,0.0,2.0,2
7824,2023-01-17,1,2023-01-31,DATA,DATA,0.0,0.0,10047795.63,10047795.63,579
7824,2023-01-17,1,2023-01-31,SMS,Others,200.0,0.0,0.0,2.0,2
7824,2023-01-17,1,2023-01-31,SMS,OFF-NET,0.0,0.0,0.0,1.0,1
7827,2022-08-21,1,2022-08-31,SMS,ON-NET,0.0,0.0,0.0,3.0,3
7827,2022-08-21,1,2022-08-31,DATA,DATA,0.0,0.0,27114789.33,27114789.33,1431
7827,2022-08-21,1,2022-08-31,VOICE,ON-NET,0.0,0.0,0.0,13080.0,150
7827,2022-08-21,1,2022-08-31,SMS,Others,20.0,0.0,0.0,46.0,46
7827,2022-08-21,1,2022-08-31,SMS,OFF-NET,0.0,0.0,0.0,7.0,7
7827,2022-08-21,1,2022-08-31,VOICE,OFF-NET,4.99,0.0,0.0,22860.0,107
7827,2022-08-21,1,2022-08-31,VOICE,Internationnal,0.0,0.0,0.0,540.0,5
7827,2022-08-21,1,2022-09-30,SMS,ON-NET,0.0,0.0,0.0,1.0,1
7827,2022-08-21,1,2022-09-30,SMS,OFF-NET,0.0,0.0,0.0,8.0,8
7827,2022-08-21,1,2022-09-30,DATA,DATA,0.0,0.0,13196149.92,13196149.92,536
7827,2022-08-21,1,2022-09-30,SMS,Others,0.0,0.0,0.0,90.0,90
7827,2022-08-21,1,2022-09-30,VOICE,Internationnal,0.0,0.0,0.0,690.0,10
7827,2022-08-21,1,2022-09-30,VOICE,ON-NET,0.0,0.0,0.0,11640.0,155
7827,2022-08-21,1,2022-09-30,VOICE,OFF-NET,0.0,0.0,0.0,23400.0,167
7827,2022-08-21,1,2022-10-31,DATA,DATA,0.0,0.0,2.63,2.63,6
7827,2022-08-21,1,2022-10-31,SMS,Others,0.0,0.0,0.0,93.0,93
7827,2022-08-21,1,2022-11-30,DATA,DATA,0.0,0.0,3.47,3.47,8
7827,2022-08-21,1,2022-11-30,SMS,Others,0.0,0.0,0.0,90.0,90
7827,2022-08-21,1,2022-12-31,VOICE,Others,32.0,0.0,0.0,480.0,1
7827,2022-08-21,1,2022-12-31,SMS,Others,50.0,0.0,0.0,29.0,29
7827,2022-08-21,1,2022-12-31,VOICE,OFF-NET,139.72,0.0,0.0,840.0,7
7827,2022-08-21,1,2022-12-31,VAS,Others,22.0,0.0,0.0,1.0,1
7827,2022-08-21,1,2022-12-31,SMS,OFF-NET,9.98,0.0,0.0,2.0,2
7827,2022-08-21,1,2022-12-31,DATA,DATA,0.0,0.0,3.2,3.2,11
7827,2022-08-21,1,2022-12-31,VOICE,ON-NET,114.77,0.0,0.0,690.0,12
7827,2022-08-21,1,2023-01-31,DATA,DATA,0.0,0.0,11.97,11.97,5
7827,2022-08-21,1,2023-01-31,SMS,Others,50.0,0.0,0.0,1.0,1
7827,2022-08-21,1,2023-01-31,VOICE,OFF-NET,364.27,0.0,0.0,2190.0,23
7827,2022-08-21,1,2023-01-31,VOICE,ON-NET,419.16,0.0,0.0,2520.0,34
7830,2023-01-23,1,2023-01-31,VOICE,OFF-NET,0.0,0.0,0.0,11610.0,37
7830,2023-01-23,1,2023-01-31,VOICE,ON-NET,0.0,0.0,0.0,2940.0,30
7830,2023-01-23,1,2023-01-31,DATA,DATA,0.0,0.0,47683531.89,47683531.89,609
7833,2023-01-24,1,2023-01-31,VAS,Others,90.0,0.0,0.0,3.0,3
7833,2023-01-24,1,2023-01-31,VOICE,OFF-NET,14.97,0.0,0.0,240.0,4
7833,2023-01-24,1,2023-01-31,VOICE,ON-NET,209.58,0.0,0.0,28830.0,79
7833,2023-01-24,1,2023-01-31,SMS,OFF-NET,4.99,0.0,0.0,1.0,1
7833,2023-01-24,1,2023-01-31,SMS,ON-NET,4.99,0.0,0.0,2.0,2
7833,2023-01-24,1,2023-01-31,DATA,DATA,0.0,0.0,784908.31,784908.31,227
7833,2023-01-24,1,2023-01-31,SMS,Others,130.0,0.0,0.0,4.0,4
7834,2023-01-12,1,2023-01-31,VOICE,OFF-NET,0.0,0.0,0.0,6840.0,109
7834,2023-01-12,1,2023-01-31,VOICE,ON-NET,0.0,0.0,0.0,20670.0,97
7834,2023-01-12,1,2023-01-31,SMS,ON-NET,0.0,0.0,0.0,1.0,1
7834,2023-01-12,1,2023-01-31,DATA,DATA,0.0,0.0,46170166.03,46170166.03,1039
7834,2023-01-12,1,2023-01-31,SMS,OFF-NET,0.0,0.0,0.0,2.0,2
7835,2023-01-10,1,2023-01-31,VOICE,OFF-NET,0.0,0.0,0.0,39750.0,271
7835,2023-01-10,1,2023-01-31,VOICE,ON-NET,0.0,0.0,0.0,52800.0,318
7835,2023-01-10,1,2023-01-31,SMS,OFF-NET,0.0,0.0,0.0,89.0,89
7835,2023-01-10,1,2023-01-31,VOICE,FIX,0.0,0.0,0.0,390.0,1
7835,2023-01-10,1,2023-01-31,SMS,ON-NET,0.0,0.0,0.0,186.0,186
7835,2023-01-10,1,2023-01-31,SMS,Internationnal,0.0,0.0,0.0,2.0,2
7835,2023-01-10,1,2023-01-31,DATA,DATA,0.0,0.0,63449229.78,63449229.78,565
7837,2023-01-14,1,2023-01-31,SMS,ON-NET,0.0,0.0,0.0,1.0,1
7837,2023-01-14,1,2023-01-31,VOICE,ON-NET,4.99,0.0,0.0,32910.0,116
7837,2023-01-14,1,2023-01-31,DATA,DATA,0.0,0.0,21216811.05,21216811.05,1279
7837,2023-01-14,1,2023-01-31,VOICE,OFF-NET,99.8,0.0,0.0,20550.0,172
7837,2023-01-14,1,2023-01-31,SMS,OFF-NET,0.0,0.0,0.0,3.0,3
7838,2022-08-28,1,2022-08-31,VOICE,ON-NET,289.42,0.0,0.0,1740.0,19
7838,2022-08-28,1,2022-08-31,DATA,DATA,0.0,0.0,9873.61,9873.61,14
7838,2022-08-28,1,2022-09-30,DATA,DATA,0.0,0.0,966.95,966.95,7
7838,2022-08-28,1,2022-09-30,VOICE,ON-NET,249.5,0.0,0.0,1500.0,21
7838,2022-08-28,1,2022-10-31,VOICE,ON-NET,199.6,0.0,0.0,1200.0,15
7838,2022-08-28,1,2022-10-31,DATA,DATA,0.0,0.0,1146.7,1146.7,7
7838,2022-08-28,1,2022-11-30,VOICE,ON-NET,334.33,0.0,0.0,2010.0,21
7838,2022-08-28,1,2022-11-30,DATA,DATA,0.0,0.0,1930.53,1930.53,10
7838,2022-08-28,1,2022-12-31,VOICE,ON-NET,264.47,0.0,0.0,1590.0,18
7838,2022-08-28,1,2022-12-31,DATA,DATA,0.0,0.0,2037.22,2037.22,12
7838,2022-08-28,1,2023-01-31,VOICE,ON-NET,274.45,0.0,0.0,1650.0,18
7838,2022-08-28,1,2023-01-31,SMS,Internationnal,70.0,0.0,0.0,5.0,5
7838,2022-08-28,1,2023-01-31,DATA,DATA,0.0,0.0,3887.28,3887.28,17
7840,2023-01-30,1,2023-01-31,DATA,DATA,0.0,0.0,7797807.79,7797807.79,755
7840,2023-01-30,1,2023-01-31,VOICE,OFF-NET,0.0,0.0,0.0,1800.0,8
7840,2023-01-30,1,2023-01-31,SMS,OFF-NET,0.0,0.0,0.0,1.0,1
7840,2023-01-30,1,2023-01-31,VOICE,ON-NET,0.0,0.0,0.0,19260.0,22
7840,2023-01-30,1,2023-01-31,SMS,ON-NET,0.0,0.0,0.0,22.0,22
7841,2023-01-22,1,2023-01-31,VOICE,OFF-NET,0.0,0.0,0.0,15540.0,90
7841,2023-01-22,1,2023-01-31,VOICE,ON-NET,0.0,0.0,0.0,36390.0,181
7841,2023-01-22,1,2023-01-31,SMS,OFF-NET,0.0,0.0,0.0,30.0,30
7841,2023-01-22,1,2023-01-31,SMS,ON-NET,0.0,0.0,0.0,3.0,3
7841,2023-01-22,1,2023-01-31,DATA,DATA,0.0,0.0,22746626.8,22746626.8,497
7843,2023-01-23,1,2023-01-31,VOICE,OFF-NET,44.91,0.0,0.0,270.0,1
7843,2023-01-23,1,2023-01-31,VOICE,ON-NET,54.89,0.0,0.0,4080.0,17
7844,2023-01-01,1,2023-01-31,VOICE,ON-NET,9.98,0.0,0.0,19260.0,138
7844,2023-01-01,1,2023-01-31,SMS,OFF-NET,0.0,0.0,0.0,17.0,17
7844,2023-01-01,1,2023-01-31,VOICE,FIX,0.0,0.0,0.0,60.0,1
7844,2023-01-01,1,2023-01-31,VOICE,OFF-NET,14.97,0.0,0.0,5400.0,33
7844,2023-01-01,1,2023-01-31,VAS,Others,22.0,0.0,0.0,1.0,1
7844,2023-01-01,1,2023-01-31,DATA,DATA,0.0,0.0,14977677.06,14977677.06,539
7844,2023-01-01,1,2023-01-31,SMS,Others,0.0,0.0,0.0,63.0,63
7846,2022-12-26,1,2022-12-31,DATA,DATA,0.0,0.0,794039.15,794039.15,422
7846,2022-12-26,1,2022-12-31,VOICE,OFF-NET,0.0,0.0,0.0,900.0,2
7846,2022-12-26,1,2023-01-31,DATA,DATA,0.0,0.0,318561.66,318561.66,360
7850,2022-12-13,1,2022-12-31,VAS,Others,154.0,0.0,0.0,7.0,7
7850,2022-12-13,1,2022-12-31,VOICE,OFF-NET,274.45,0.0,0.0,2730.0,24
7850,2022-12-13,1,2022-12-31,VOICE,FIX,29.94,0.0,0.0,330.0,9
7850,2022-12-13,1,2022-12-31,SMS,ON-NET,9.98,0.0,0.0,2.0,2
7850,2022-12-13,1,2022-12-31,VOICE,ON-NET,928.14,0.0,0.0,7560.0,121
7850,2022-12-13,1,2023-01-31,VOICE,FIX,89.82,0.0,0.0,660.0,16
7850,2022-12-13,1,2023-01-31,VOICE,ON-NET,424.15,0.0,0.0,3060.0,63
7850,2022-12-13,1,2023-01-31,VAS,Others,176.0,0.0,0.0,8.0,8
7850,2022-12-13,1,2023-01-31,VOICE,OFF-NET,74.85,0.0,0.0,540.0,7
7851,2022-09-23,1,2022-09-30,VOICE,ON-NET,29.94,0.0,0.0,1380.0,22
7851,2022-09-23,1,2022-09-30,VOICE,OFF-NET,69.86,0.0,0.0,6390.0,64
7851,2022-09-23,1,2022-09-30,DATA,DATA,0.0,0.0,11083954.57,11083954.57,185
7851,2022-09-23,1,2022-10-31,SMS,Internationnal,0.0,0.0,0.0,2.0,2
7851,2022-09-23,1,2022-10-31,VOICE,OFF-NET,0.0,0.0,0.0,12780.0,215
7851,2022-09-23,1,2022-10-31,VOICE,ON-NET,0.0,0.0,0.0,8280.0,94
7851,2022-09-23,1,2022-10-31,DATA,DATA,0.0,0.0,30071330.12,30071330.12,479
7852,2023-01-29,1,2023-01-31,SMS,OFF-NET,0.0,0.0,0.0,37.0,37
7852,2023-01-29,1,2023-01-31,SMS,ON-NET,39.92,0.0,0.0,414.0,414
7852,2023-01-29,1,2023-01-31,VOICE,OFF-NET,0.0,0.0,0.0,4110.0,38
7852,2023-01-29,1,2023-01-31,DATA,DATA,0.0,0.0,12004183.99,12004183.99,184
7852,2023-01-29,1,2023-01-31,VOICE,ON-NET,59.88,0.0,0.0,126330.0,346
7853,2022-12-24,1,2022-12-31,VOICE,OFF-NET,0.0,0.0,0.0,300.0,3
7853,2022-12-24,1,2022-12-31,VOICE,ON-NET,0.0,0.0,0.0,5010.0,24
7853,2022-12-24,1,2022-12-31,DATA,DATA,0.0,0.0,8436629.22,8436629.22,106
7853,2022-12-24,1,2023-01-31,VOICE,ON-NET,0.0,0.0,0.0,6480.0,55
7853,2022-12-24,1,2023-01-31,DATA,DATA,0.0,0.0,29035430.02,29035430.02,493
7853,2022-12-24,1,2023-01-31,VOICE,OFF-NET,0.0,0.0,0.0,2310.0,18
7854,2023-01-28,1,2023-01-31,SMS,OFF-NET,0.0,0.0,0.0,1.0,1
7854,2023-01-28,1,2023-01-31,VOICE,OFF-NET,0.0,0.0,0.0,31800.0,71
7854,2023-01-28,1,2023-01-31,DATA,DATA,0.0,0.0,81449978.46,81449978.46,824
7854,2023-01-28,1,2023-01-31,VOICE,ON-NET,0.0,0.0,0.0,5880.0,26
7855,2023-01-04,1,2023-01-31,VOICE,OFF-NET,0.0,0.0,0.0,18570.0,171
7855,2023-01-04,1,2023-01-31,DATA,DATA,0.0,0.0,24275941.26,24275941.26,1337
7855,2023-01-04,1,2023-01-31,VOICE,ON-NET,0.0,0.0,0.0,20520.0,32
7855,2023-01-04,1,2023-01-31,SMS,OFF-NET,0.0,0.0,0.0,8.0,8
7856,2022-12-25,1,2022-12-31,VOICE,ON-NET,0.0,0.0,0.0,780.0,16
7856,2022-12-25,1,2022-12-31,DATA,DATA,0.0,0.0,4792239.35,4792239.35,513
7856,2022-12-25,1,2022-12-31,VOICE,OFF-NET,0.0,0.0,0.0,1500.0,14
7856,2022-12-25,1,2022-12-31,SMS,ON-NET,0.0,0.0,0.0,4.0,4
7856,2022-12-25,1,2023-01-31,SMS,OFF-NET,0.0,0.0,0.0,6.0,6
7856,2022-12-25,1,2023-01-31,SMS,ON-NET,0.0,0.0,0.0,6.0,6
7856,2022-12-25,1,2023-01-31,VOICE,ON-NET,0.0,0.0,0.0,3930.0,45
7856,2022-12-25,1,2023-01-31,DATA,DATA,0.0,0.0,19372108.39,19372108.39,890
7856,2022-12-25,1,2023-01-31,VOICE,OFF-NET,0.0,0.0,0.0,5610.0,58
7863,2023-01-09,1,2023-01-31,VOICE,OFF-NET,0.0,0.0,0.0,90.0,2
7863,2023-01-09,1,2023-01-31,DATA,DATA,0.0,0.0,13135378.18,13135378.18,327
7863,2023-01-09,1,2023-01-31,VOICE,ON-NET,4.99,0.0,0.0,7710.0,5
7863,2023-01-09,1,2023-01-31,SMS,Others,100.0,0.0,0.0,1.0,1
7864,2023-01-20,1,2023-01-31,VOICE,ON-NET,0.0,0.0,0.0,29280.0,118
7864,2023-01-20,1,2023-01-31,VOICE,FIX,0.0,0.0,0.0,180.0,3
7864,2023-01-20,1,2023-01-31,SMS,ON-NET,0.0,0.0,0.0,8.0,8
7864,2023-01-20,1,2023-01-31,DATA,DATA,0.0,0.0,13289674.86,13289674.86,2636
7864,2023-01-20,1,2023-01-31,SMS,Others,60.0,0.0,0.0,2.0,2
7864,2023-01-20,1,2023-01-31,VOICE,OFF-NET,39.92,0.0,0.0,17940.0,43
7865,2023-01-25,1,2023-01-31,SMS,ON-NET,0.0,0.0,0.0,11.0,11
7865,2023-01-25,1,2023-01-31,SMS,Others,60.0,0.0,0.0,3.0,3
7865,2023-01-25,1,2023-01-31,VOICE,OFF-NET,0.0,0.0,0.0,14370.0,79
7865,2023-01-25,1,2023-01-31,VOICE,ON-NET,0.0,0.0,0.0,27780.0,244
7865,2023-01-25,1,2023-01-31,SMS,OFF-NET,0.0,0.0,0.0,1.0,1
7865,2023-01-25,1,2023-01-31,DATA,DATA,0.0,0.0,45034182.98,45034182.98,524
7866,2022-11-09,1,2022-11-30,SMS,ON-NET,0.0,0.0,0.0,1.0,1
7866,2022-11-09,1,2022-11-30,VOICE,OFF-NET,0.0,0.0,0.0,15630.0,152
7866,2022-11-09,1,2022-11-30,VOICE,ON-NET,0.0,0.0,0.0,22350.0,214
7866,2022-11-09,1,2022-11-30,DATA,DATA,0.0,0.0,26063710.04,26063710.04,763
7866,2022-11-09,1,2022-12-31,VOICE,OFF-NET,0.0,0.0,0.0,3240.0,35
7866,2022-11-09,1,2022-12-31,VOICE,ON-NET,0.0,0.0,0.0,6060.0,65
7866,2022-11-09,1,2022-12-31,DATA,DATA,0.0,0.0,8401563.5,8401563.5,259
7866,2022-11-09,1,2023-01-31,DATA,DATA,0.0,0.0,592.74,592.74,40
7867,2022-11-19,1,2022-11-30,DATA,DATA,0.0,0.0,2171279.14,2171279.14,127
7867,2022-11-19,1,2022-11-30,VOICE,OFF-NET,0.0,0.0,0.0,30.0,1
7867,2022-11-19,1,2022-11-30,SMS,OFF-NET,0.0,0.0,0.0,1.0,1
7867,2022-11-19,1,2022-11-30,VOICE,ON-NET,0.0,0.0,0.0,180.0,3
7867,2022-11-19,1,2022-12-31,SMS,OFF-NET,19.96,0.0,0.0,4.0,4
7867,2022-11-19,1,2023-01-31,DATA,DATA,0.0,0.0,0.0,0.0,1
7867,2022-11-19,1,2023-01-31,VOICE,OFF-NET,9.98,0.0,0.0,60.0,1
7867,2022-11-19,1,2023-01-31,SMS,OFF-NET,9.98,0.0,0.0,2.0,2
7870,2022-10-17,1,2022-10-31,VOICE,ON-NET,0.0,0.0,0.0,27600.0,220
7870,2022-10-17,1,2022-10-31,SMS,ON-NET,0.0,0.0,0.0,1.0,1
7870,2022-10-17,1,2022-10-31,DATA,DATA,0.0,0.0,4235043.12,4235043.12,213
7870,2022-10-17,1,2022-10-31,VOICE,OFF-NET,0.0,0.0,0.0,20400.0,187
7870,2022-10-17,1,2022-10-31,SMS,OFF-NET,0.0,0.0,0.0,1.0,1
7870,2022-10-17,1,2022-11-30,VOICE,ON-NET,244.51,0.0,0.0,11670.0,101
7870,2022-10-17,1,2022-11-30,DATA,DATA,0.0,0.0,4086272.31,4086272.31,195
7870,2022-10-17,1,2022-11-30,SMS,Others,250.0,0.0,0.0,1.0,1
7870,2022-10-17,1,2022-11-30,VOICE,OFF-NET,344.31,0.0,0.0,10260.0,131
7870,2022-10-17,1,2022-11-30,VAS,Others,66.0,0.0,0.0,3.0,3
7870,2022-10-17,1,2022-12-31,VOICE,ON-NET,14.97,0.0,0.0,90.0,2
7870,2022-10-17,1,2022-12-31,VOICE,Others,10.0,0.0,0.0,60.0,1
7870,2022-10-17,1,2022-12-31,SMS,Others,60.0,0.0,0.0,2.0,2
7870,2022-10-17,1,2022-12-31,VAS,Others,22.0,0.0,0.0,1.0,1
7870,2022-10-17,1,2022-12-31,VOICE,OFF-NET,139.72,0.0,0.0,900.0,14
7871,2023-01-06,1,2023-01-31,VOICE,OFF-NET,4.99,0.0,0.0,4590.0,57
7871,2023-01-06,1,2023-01-31,VOICE,ON-NET,0.0,0.0,0.0,21090.0,205
7871,2023-01-06,1,2023-01-31,SMS,ON-NET,0.0,0.0,0.0,10.0,10
7871,2023-01-06,1,2023-01-31,DATA,DATA,0.0,0.0,4853097.41,4853097.41,670
7871,2023-01-06,1,2023-01-31,SMS,Others,160.0,0.0,0.0,26.0,26
7872,2023-01-07,1,2023-01-31,DATA,DATA,0.0,0.0,19828816.76,19828816.76,125
7872,2023-01-07,1,2023-01-31,VOICE,ON-NET,0.0,0.0,0.0,32250.0,181
7872,2023-01-07,1,2023-01-31,SMS,OFF-NET,0.0,0.0,0.0,5.0,5
7872,2023-01-07,1,2023-01-31,VOICE,OFF-NET,0.0,0.0,0.0,21210.0,189
7872,2023-01-07,1,2023-01-31,SMS,ON-NET,0.0,0.0,0.0,1.0,1
7873,2023-01-18,1,2023-01-31,SMS,ON-NET,0.0,0.0,0.0,1.0,1
